ID,nome_receita,ingredientes,modo-de-preparo,ingredientes_cobertura,ingredientes_decoracao,video_receita,ingredientes_recheio,ingredientes_finalizacao,total-da-massa,total-da_cobertura,total-da_decoracao,total-da_finalizacao,total-do_recheio
1957,Panetone Gotas de Chocolate com IREKS PANETTONE SG C10,"Farinha de trigo especial (65%, 65000 g); IREKS PANETTONE SG C10 (10%, 10000g); Gordura vegetal hidrogenada (10%, 10000g); Açúcar  (15%, 15000 g); Gotas de chocolate (congeladas)  (40%, 40000 g); Gema de ovos (5,5%, 5500 g); Fermento fresco  (5%, 5000 g); Água (gelada) (35%, 35000 ml)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 e 2 minutos na velocidade 1 (para misturar as gotas de chocolate) Peso das peças: 540 g ou no tamanho desejado Descanso das peças: 20 minutos, cobertas com plástico Formato: panetone (forma de 500 g) Fermentação: 120 minutos ou até obter o ponto Temperatura do forno: 170°C Tempo de forneamento: 35 minutos sem vapor ou até obter o ponto Rendimento: 343 panetones de 502 g cada Quebra: 7%",,,,,,185500,,,,
1960,Panettone Frutas com IREKS PANETTONE C10 + LIFE,"Farinha de trigo especial (71%, 25000 g); IREKS PANETTONE C10 + LIFE (9,7%, 3400 g); Açúcar (13,4%, 4700 g); Margarina (com 80% de lipídios) (5,7%, 2000 g); Frutas cristalizadas  (33%, 11583 g); Uvas-passas (17%, 6000 g); Fermento fresco (6%, 2100 g); Água (gelada)  (44,2%, 15500 ml)","Tempo de preparo dos ingredientes secos: 2 minutos na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1, até obter o ponto de véu na velocidade 2 e mais 2 minutos na velocidade 1 (para misturar as frutas cristalizadas e as uvas-passas) Peso das peças: 550 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: panetone (forma de 500 g) Fermentação: 120 minutos ou até obter o ponto Temperatura do forno: 180°C Tempo de forneamento: 35 minutos sem vapor ou até obter o ponto Rendimento: 127 panetones de 510 g cada Quebra: 7%",,,,,,70283,,,,
1961,Panettone Gotas de Chocolate com IREKS PANETTONE C10 + LIFE,"Farinha de trigo especial (71%, 25000g); IREKS PANETTONE C10 + LIFE (9,7%, 3400g); Açúcar (13,4%, 4700g); Margarina (com 80% de lipídios) (5,7%, 2000g); Gotas de chocolate (congeladas) (40%, 14040g); Fermento fresco (5%, 1755 g); Água (gelada)  (44,2%, 15500ml)","Tempo de preparo dos ingredientes secos: 2 minutos na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1, até obter o ponto de véu na velocidade 2 e mais 2 minutos na velocidade 1 (para misturar as gotas de chocolate) Peso das peças: 540 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: panetone (forma de 500 g) Fermentação: 120 minutos ou até obter o ponto Temperatura do forno: 180°C Tempo de forneamento: 35 minutos sem vapor ou até obter o ponto Rendimento: 122 panetones de 500 g cada Quebra: 7%",,,,,,66395,,,,
1962,Pão Francês com IREKS IDEAL UNI,"Farinha de trigo especial (100%, 200000g); IREKS IDEAL UNI (1%, 2000g); Sal (2%, 4000 g); Fermento fresco (3%, 6000 g); Água (gelada) (60%, 120000 ml)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até o ponto de véu na velocidade 2 Peso dos blocos: 2.100 g ou no tamanho desejado Peso das peças: 70 g, dividir com auxílio de uma divisora Descanso das peças: 15 minutos, cobertas com plástico Formato: pão francês Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 200°C Tempo de forneamento: 20 minutos com vapor ou até obter o ponto Rendimento: 4.742 pães de 52 g cada Quebra: 25%",,,,,,332000,,,,
1963,Pão de Forma com IREKS SOFT LIFE,"Farinha de trigo especial (100%, 50000g); IREKS SOFT LIFE (1%, 500 g); Açúcar refinado (5%, 2500 g); Gordura vegetal hidrogenada (pastosa) (2%, 1000 g); Sal (1,6%, 800 g); Fermento fresco  (3%, 1500 g); Água (gelada) (56%, 28000 ml)","Tempo de preparo da massa: adicionar o produto IREKS e restante dos ingredientes na masseira (exceto o fermento), misturar por 4 minutos na velocidade 1, em seguida, adicionar o fermento e misturar na velocidade 2 até obter o ponto de véu Peso das peças: 550 g para pão de forma grande e 320 g para pão de forma pequeno ou no tamanho desejado Descanso da massa: 10 minutos, coberta com plástico Formato: pão de forma Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 180°C Tempo de forneamento: 25 minutos sem vapor ou até obter o ponto Rendimento: 153 pães de 484 g cada Quebra: 12%",,,,,,84300,,,,
2107,Massa para Salgado com IREKS SALGADINHOS (processo industrial),"IREKS SALGADINHOS (100%, 10000g); Óleo vegetal (12%, 1200g); Água (temperatura ambiente) (36,5%, 3650ml); Leite integral (temperatura ambiente) (55%, 5500ml); Óleo vegetal (para fritura) (%, )","Tempo de batimento dos ingredientes secos + óleo: 1 minuto na velocidade 1 Tempo de preparo da massa: 1 minuto na velocidade 1 e 6 minutos na velocidade 2 ou até obter uma massa homogênea Peso das peças: 50 g para salgados médios, ou no tamanho desejado Empanamento: misturar a água com os ovos, umedecer os salgadinhos e passar na farinha de rosca (ou ajustar de acordo com o processo industrial) Temperatura do óleo: 180°C Dica: para salgados congelados, aquecer o óleo a 200°C no início da fritura, salgados acima de 50 g é necessário descongelar antes de fritar, para que o recheio também seja aquecido Rendimento: 407 salgadinhos de 62 g cada (massa sem recheio) Quebra: 0%",,,,,"Farinha de rosca (100%, gg); Ovos (75%, gg); Água (temperatura ambiente) (75%, mlml)",20350,,,5000,
2110,Massa para Salgado com IREKS SALGADINHOS (processo manual),"IREKS SALGADINHOS (100%, 2000g); Óleo vegetal (12%, 240g); Água (temperatura ambiente) (50%, 1000ml); Leite integral (temperatura ambiente) (50%, 1000ml); Óleo vegetal (para fritura) (%, )","Tempo de batimento dos ingredientes secos + óleo: 1 minuto na velocidade 1 Tempo de preparo da massa: 1 minuto na velocidade 1 e 6 minutos na velocidade 2 ou até obter uma massa homogênea Peso das peças: 80 g para coxinha de 100 g ou 27 g para coxinha de 30 g, ou no tamanho desejado Empanamento: misturar a água com os ovos, umedecer os salgadinhos e passar na farinha de rosca Temperatura do óleo: 180°C Tempo de fritura: 6 minutos para salgadinhos grandes e 3 minutos para salgadinhos pequenos ou até obter o ponto Dica: para salgados congelados, aquecer o óleo a 200°C no início da fritura, salgados acima de 50 g é necessário descongelar antes de fritar, para que o recheio também seja aquecido Rendimento: 157 salgadinhos de 27 g cada (massa sem recheio e empanamento) Quebra: 0%a",,,,,"Farinha de rosca (100%, gg); Ovos (75%, gg); Água (temperatura ambiente) (75%, mlml)",4240,,,2000,
2111,Pão de Queijo com IREKS PÃO DE QUEIJO ORIGINAL C100,"IREKS PÃO DE QUEIJO ORIGINAL C100 (100%, 2000g); Queijo minas, meia cura ou padrão  (40%, 800g); Ovos (40%, 800g); Água (temperatura ambiente) (40%, 800ml)",Tempo de preparo da massa: 2 minutos até misturar e 3 minutos na velocidade 2 ou até obter o ponto Peso das peças: 50 g ou no tamanho desejado Formato: bola (dividir com auxílio de uma divisora) Temperatura do forno: 200°C Tempo de forneamento: 25 a 30 minutos sem vapor ou até obter o ponto Rendimento: 88 pães de 40 g cada Quebra: 20%,,,,,,4400,,,,
2114,Donuts com IREKS DONUTS C50,"Farinha de trigo especial (50%, 2000g); IREKS DONUTS C50 (50%, 2000g); Fermento fresco (3%, 120g); Água (gelada) (50%, 2000ml)","Sugestão de cobertura Ganache de morango Confetes coloridos Para fritura Óleo vegetal ou gordura especial p/ fritura Modo de Preparo: Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso dos blocos: 1.500 g Descanso da massa: 10 minutos, coberta com plástico Divisão: 50 g (dividir com auxílio de uma divisora) Formato: modelar em formato bolinha Fermentação: 45 minutos ou até obter o ponto Acabamento para formato rosca: cortar e retirar o miolo das peças com auxílio de um cortador de pestana Temperatura do óleo: 160°C Finalização: banhar no ganache e decorar a gosto Rendimento: 122 donuts de 50 g cada Quebra: 0%",,,,,,6120,,,,
2117,Supersoft – Massa Base com IREKS SUPERSOFT C50,"Farinha de trigo especial (50%, 2000g); IREKS SUPERSOFT C50 (50%, 2000g); Ovos (4%, 160g); Manteiga sem sal (6%, 240g); Fermento fresco (4,5%, 180g); Água (gelada) (43%, 1720ml)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 3 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças: 6.300 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: abrir a massa com auxílio de uma bilha, acondicionar a massa em assadeiras tipo tabuleiro (60 x 40 x 5 cm) previamente untadas e furar toda superfície com auxilio de um rolo furador Fermentação: 60 minutos ou até obter o ponto (aplicar o recheio e a cobertura de sua preferência na metade da fermentação) Temperatura do forno: 160°C Tempo de forneamento: 30 minutos sem vapor ou até obter o ponto Rendimento: 5 tabuleiros de 1.160 g cada Quebra: 8%",,,,,,6300,,,,
2120,Golden Berliner com IREKS GOLDEN BERLINER C100,"IREKS GOLDEN BERLINER C100 (100%, 2000g); Fermento fresco (3%, 60g); Água (gelada) (40%, 800ml)","Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso dos blocos: 1.200 g (dividir com auxílio de uma divisora) Descanso das peças: 10 minutos, cobertas com plástico Formato: bolinha Fermentação: 90 minutos ou até obter o ponto Temperatura do óleo: 160°C Rendimento: 71 sonhos de 40 g cada Quebra: 0%",,,,,,2860,,,,
2123,Sonho com IREKS SONHO C100,"IREKS SONHO C100 (100%, 2000g); Ovos (gelados) (15%, 300g); Fermento fresco (4,5%, 90g); Água (gelada) (30%, 600ml)","Para fritura: Óleo ou gordura especial para fritura Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças: 40 g ou no tamanho desejado Descanso das peças: 15 minutos, cobertas com plástico Formato: bolinha Fermentação: 120 minutos ou até obter o ponto Temperatura do óleo: 175°C Dica: deixar o produto no ambiente aberto para criar uma casca antes de fazer a fritura por aproximadamente 20 minutos Rendimento: 74 sonhos de 40 g cada Quebra: 0%",,,,,,2990,,,,
2126,Sonho com IREKS SONHO C50,"Farinha de trigo especial (50%, 2000g); IREKS SONHO C50 (50%, 2000g); Ovos (gelados) (15%, 600g); Fermento fresco (4,5%, 180g); Água (gelada) (30%, 1200ml)","Para fritura: Óleo ou gordura especial para fritura Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças: 40 g ou no tamanho desejado Descanso das peças: 15 minutos, cobertas com plástico Formato: bolinha Fermentação: 120 minutos ou até obter o ponto Temperatura do óleo: 175°C Dica: deixar o produto no ambiente aberto para criar uma casca antes de fazer a fritura por aproximadamente 20 minutos Rendimento: 149 sonhos de 40 g cada Quebra: 0%",,,,,,5980,,,,
2129,Pão Integral Tradicional com IREKS PÃO INTEGRAL TRADICIONAL C100,"IREKS PÃO INTEGRAL TRADICIONAL C100 (100%, 5000g); Fermento fresco (3%, 150g); Água (gelada) (75%, 3750ml)","Tempo de preparo da massa: adicionar o produto IREKS e a água, misturar por 4 minutos na velocidade 1, adicionar o fermento e misturar na velocidade 2 até obter o ponto de véu Peso das peças: 400 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: pão de forma Cobertura: umedecer a parte superior da massa e passar na própria mistura (opcional) Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 200°C Tempo de forneamento: 35 minutos com vapor ou até obter o ponto Dica: pode ser utilizado para montagem de sanduíches naturais Rendimento: 22 pães de 348 g cada Quebra: 13%",,,,,,8900,,,,
2132,Pão Integral com Espelta com IREKS PÃO INTEGRAL ESPELTA C100,"IREKS PÃO INTEGRAL ESPELTA C100 (100%, 5000g); Fermento fresco (3%, 150g); Água (gelada) (70%, 3500ml)","Tempo de preparo da massa: adicionar o produto IREKS e a água, misturar por 3 minutos na velocidade 1, adicionar o fermento e misturar por +- 1 minuto na velocidade 1, misturar na velocidade 2 até obter o ponto de véu Peso das peças: 400 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: pão de forma Cobertura: umedecer a parte superior da massa e passar na própria mistura (opcional) Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 200°C Tempo de forneamento: 35 minutos com vapor ou até obter o ponto Dica: pode ser utilizado para montagem de sanduíches naturais Rendimento: 21 pães de 370 g cada Quebra: 13%",,,,,,8650,,,,
2135,Pão Integral Multigrãos com IREKS PÃO INTEGRAL MULTIGRÃOS C100,"IREKS PÃO INTEGRAL MULTIGRÃOS C100 (100%, 5000g); Fermento fresco (3%, 150g); Água (gelada) (60%, 3000ml)","Tempo de preparo da massa: adicionar o produto IREKS e a água, misturar por 4 minutos na velocidade 1, adicionar o fermento e misturar na velocidade 2 até obter o ponto de véu Peso das peças: 400 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: pão de forma Cobertura: umedecer a parte superior da massa e passar na cobertura que acompanha o produto Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 200°C Tempo de forneamento: 35 minutos com vapor ou até obter o ponto Dica: pode ser utilizado para montagem de sanduíches naturais Rendimento: 20 pães de 360 g cada Quebra: 13%","Mescla 7 grãos (100%, gg)",,,,,8150,,,,
2138,Pão Australiano Integral com IREKS PÃO AUSTRALIANO INTEGRAL C100,"IREKS PÃO AUSTRALIANO INTEGRAL C100 (100%, 2000g); Fermento fresco (6%, 120g); Água (gelada) (50%, 1000ml)","Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças: 430 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Cobertura: umedecer a parte superior da massa e passar na cobertura que acompanha o produto Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 200°C Tempo de forneamento: 30 minutos com vapor ou até obter o ponto Dica: pode ser utilizado para fabricação de sanduíche natural, filão e trança Rendimento: 7 pães de 408 g cada Quebra: 10%","Topping fubá (100%, gg)",,https://www.youtube.com/watch?v=9eN4OnzNbaE&list=PLhgz6R_DV9Lgm3s5RrKMFXDmGiCHMb9Qh&index=15,,,3120,60,,,
2141,Pão Francês Integral com IREKS PÃO FRANCÊS INTEGRAL C33,"Farinha de trigo integral (fina) (66,7%, 10000g); IREKS PÃO FRANCÊS INTEGRAL C33 (33,3%, 5000g); Fermento fresco (4%, 600g); Água (gelada) (75%, 11250ml)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças: 2.100 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: pão francês (cortar as peças com auxílio de uma divisora e modelar com uma modeladora) Fermentação: 90 minutos ou até obter o ponto Acabamento: fazer 1 corte central, com um cortador de pestana Dica: para abrir melhor as pestanas, antes de fornear deixar gelar por 30 minutos e aplicar a margarina amolecida Temperatura do forno: 230°C / 200°C Tempo de forneamento: 10 minutos com vapor (230°C) e 15 minutos ou até obter o ponto (200°C) Rendimento: 383 pães de 60 g cada Quebra: 13%",,,,,,26850,,,,
2144,Pão Francês Integral com IREKS PÃO FRANCÊS INTEGRAL C50,"Farinha de trigo integral (fina) (50%, 5000g); IREKS PÃO FRANCÊS INTEGRAL C50 (50%, 5000g); Fermento fresco (1%, 100g); Água (gelada) / Gelo (em escamas)* (60%, 6000ml)","Tempo de preparo da massa: adicionar o produto IREKS e a farinha de trigo, misturar por 1 minuto na velocidade 1, adicionar a água aos poucos e misturar por 4 minutos na velocidade 1, em seguida, adicionar o fermento e misturar na velocidade 2 até obter o ponto de véu Peso da massa: 2.100 g ou no tamanho desejado Descanso da massa: 15 minutos, coberta com plástico Formato: pão francês, dividir a massa em 30 peças com auxílio de uma divisora Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 230°C / 200°C Tempo de forneamento: 10 minutos com vapor a 230°C e a 200°C por 15 minutos ou até obter o ponto Rendimento: 230 pães de 56 g cada Quebra: 20%",,,,,,16100,,,,
2147,Pão Integral Tradicional com IREKS PÃO INTEGRAL TRADICIONAL C50,"Farinha de trigo integral fina (50%, 5000g); IREKS PÃO INTEGRAL TRADICIONAL C50 (50%, 5000g); Fermento fresco (3%, 300g); Água (gelada) (60%, 6000ml)","Tempo de preparo dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: misturar por 4 minutos na velocidade 1, em seguida adicionar o fermento e misturar na velocidade 2 até obter o ponto de véu Peso das peças: 400 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: pão de forma Cobertura: umedecer a parte superior da massa e passar na própria mistura (opcional) Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 200°C Tempo de forneamento: 35 minutos com vapor ou até obter o ponto Dica: pode ser utilizado para montagem de sanduíches naturais Rendimento: 40 pães de 348 g cada Quebra: 13%",,,,,,16300,,,,
